                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    215,                0.37086,                0.37443,                0.84738,                0.89205,                   0.85,                0.90039,                0.87061,                0.33897,                0.63787,                0.83603,              0.0013138,              0.0013138,              0.0013138
                    216,                0.34276,                0.40802,                0.83243,                 0.9191,                  0.875,                0.91968,                0.88407,                0.31649,                0.48272,                0.82261,              0.0013122,              0.0013122,              0.0013122
                    217,                0.39579,                0.41686,                0.86353,                0.88636,                  0.975,                0.96455,                0.93294,                0.32455,                 0.4649,                 0.8249,              0.0013105,              0.0013105,              0.0013105
                    218,                0.36332,                0.41416,                0.86253,                0.91302,                0.90732,                0.93935,                0.90703,                0.32264,                0.43392,                0.82555,              0.0013089,              0.0013089,              0.0013089
                    219,                0.37176,                0.40742,                0.83733,                0.92513,                    0.9,                0.92329,                0.89781,                0.30491,                0.40822,                0.81544,              0.0013072,              0.0013072,              0.0013072
                    220,                0.35104,                0.38939,                0.84297,                 0.9233,                  0.875,                0.91119,                0.88145,                0.30637,                 0.4728,                0.81156,              0.0013056,              0.0013056,              0.0013056
                    221,                0.37459,                0.36774,                0.85379,                0.91667,                   0.85,                0.91795,                0.89366,                0.31932,                0.56527,                0.82204,              0.0013039,              0.0013039,              0.0013039
                    222,                0.32898,                0.35364,                0.87809,                0.91667,                  0.875,                0.93045,                0.91653,                0.31805,                0.54549,                0.82921,              0.0013023,              0.0013023,              0.0013023
                    223,                0.35822,                0.39241,                 0.8426,                0.88725,                    0.9,                 0.9384,                 0.9131,                0.31863,                0.49918,                0.82959,              0.0013006,              0.0013006,              0.0013006
                    224,                0.35442,                0.37679,                 0.8568,                0.92292,                0.85463,                0.93434,                0.91003,                0.32019,                0.46906,                0.82592,               0.001299,               0.001299,               0.001299
                    225,                0.36442,                 0.4139,                0.85634,                0.90191,                  0.925,                0.94442,                0.92309,                0.31792,                0.44249,                0.82287,              0.0012973,              0.0012973,              0.0012973
                    226,                0.34274,                0.41198,                0.84863,                0.90238,                  0.925,                0.94162,                0.92912,                0.30292,                0.38947,                0.82132,              0.0012957,              0.0012957,              0.0012957
                    227,                0.35853,                0.37274,                0.85353,                0.92368,                    0.9,                0.93028,                0.91857,                0.29259,                 0.3741,                0.81686,               0.001294,               0.001294,               0.001294
                    228,                0.37816,                0.40201,                0.85277,                0.92222,                  0.875,                0.92003,                0.90831,                 0.3015,                0.37175,                0.81468,              0.0012924,              0.0012924,              0.0012924
                    229,                0.37227,                0.42774,                0.85687,                0.92677,                  0.925,                0.93795,                0.92651,                0.31281,                 0.3732,                0.81773,              0.0012907,              0.0012907,              0.0012907
                    230,                0.34675,                0.36267,                0.83798,                0.92823,                   0.95,                0.95072,                0.92693,                0.31922,                0.38562,                0.82092,              0.0012891,              0.0012891,              0.0012891
                    231,                0.34757,                0.34085,                0.84923,                0.90693,                  0.975,                0.96277,                0.94514,                0.31792,                0.38354,                0.82266,              0.0012874,              0.0012874,              0.0012874
                    232,                0.32757,                0.37043,                0.82793,                0.89218,                    0.9,                0.92255,                0.90854,                0.31498,                0.40914,                0.82344,              0.0012858,              0.0012858,              0.0012858
                    233,                0.39159,                0.48059,                0.85158,                0.92513,                    0.9,                0.92222,                0.89848,                0.32529,                0.46252,                0.82948,              0.0012841,              0.0012841,              0.0012841
                    234,                0.35439,                0.36637,                0.84718,                0.92513,                    0.9,                0.92369,                0.90718,                0.32924,                0.45257,                0.83028,              0.0012825,              0.0012825,              0.0012825
                    235,                0.37163,                 0.3907,                0.85873,                0.92513,                    0.9,                0.92369,                0.90385,                0.32159,                0.44316,                0.82695,              0.0012808,              0.0012808,              0.0012808
                    236,                0.36637,                0.42548,                0.85227,                  0.925,                  0.925,                0.94025,                0.92184,                0.32519,                0.40184,                0.82354,              0.0012792,              0.0012792,              0.0012792
                    237,                0.40746,                0.52949,                0.88113,                0.92222,                  0.875,                0.90642,                0.88759,                0.32988,                0.47471,                0.82363,              0.0012775,              0.0012775,              0.0012775
                    238,                0.37058,                0.47637,                0.89441,                0.92059,                   0.85,                0.89828,                0.87958,                0.31241,                0.48043,                 0.8185,              0.0012759,              0.0012759,              0.0012759
                    239,                0.33323,                0.37438,                 0.8514,                0.89737,                  0.875,                 0.9085,                 0.8927,                0.30283,                0.46194,                0.81789,              0.0012742,              0.0012742,              0.0012742
                    240,                0.33274,                0.38333,                0.84542,                0.89737,                  0.875,                0.90715,                0.89883,                0.29321,                0.45793,                0.81665,              0.0012726,              0.0012726,              0.0012726
                    241,                 0.3573,                0.40723,                0.85978,                0.89444,                   0.85,                0.89419,                0.88164,                0.29577,                0.46884,                0.82132,              0.0012709,              0.0012709,              0.0012709
                    242,                0.36261,                0.37394,                0.89341,                0.91667,                    0.8,                0.87042,                0.85105,                0.30989,                0.51544,                0.82798,              0.0012693,              0.0012693,              0.0012693
                    243,                0.39068,                0.45866,                 0.8702,                0.92059,                   0.85,                0.90181,                0.88499,                 0.3101,                0.43639,                0.82892,              0.0012676,              0.0012676,              0.0012676
                    244,                 0.3587,                0.36082,                 0.8445,                  0.925,                  0.925,                  0.944,                0.92723,                0.31637,                0.38153,                 0.8296,               0.001266,               0.001266,               0.001266
                    245,                0.40837,                0.41565,                0.88643,                0.88225,                   0.95,                0.94726,                0.92955,                0.33191,                0.39596,                0.83219,              0.0012643,              0.0012643,              0.0012643
                    246,                0.39039,                0.46302,                0.86149,                0.88528,                   0.95,                0.94607,                0.92725,                0.32675,                0.39207,                 0.8347,              0.0012627,              0.0012627,              0.0012627
                    247,                0.39469,                 0.4138,                0.87898,                0.89524,                   0.95,                 0.9544,                0.93033,                0.31887,                0.37134,                0.83112,               0.001261,               0.001261,               0.001261
                    248,                0.38373,                0.53193,                0.86207,                0.92222,                  0.875,                0.92558,                0.88656,                0.33014,                 0.4151,                0.82876,              0.0012594,              0.0012594,              0.0012594
                    249,                0.35654,                0.46064,                0.84034,                0.92368,                    0.9,                0.93028,                0.90862,                0.32025,                0.39388,                0.82396,              0.0012577,              0.0012577,              0.0012577
                    250,                0.39039,                0.44749,                 0.8777,                0.92659,                   0.95,                0.95308,                0.92813,                0.30751,                0.34371,                0.81877,              0.0012561,              0.0012561,              0.0012561
                    251,                0.37005,                0.48532,                0.87035,                0.91839,                   0.95,                0.95546,                0.93457,                 0.3138,                 0.3979,                0.81958,              0.0012544,              0.0012544,              0.0012544
                    252,                0.38499,                0.43202,                0.86852,                0.92926,                   0.95,                0.97498,                0.95437,                0.30874,                0.41809,                0.82108,              0.0012528,              0.0012528,              0.0012528
                    253,                0.35978,                0.42711,                 0.8862,                0.93046,                0.99427,                0.97974,                 0.9609,                0.30393,                0.34969,                0.82555,              0.0012511,              0.0012511,              0.0012511
                    254,                0.39777,                 0.4138,                0.89106,                0.91028,                 0.9577,                 0.9722,                0.94557,                 0.3025,                0.35698,                0.82233,              0.0012495,              0.0012495,              0.0012495
                    255,                0.40348,                0.43431,                0.88649,                0.89439,                   0.95,                0.96256,                 0.9439,                 0.3137,                0.38207,                0.82262,              0.0012478,              0.0012478,              0.0012478
                    256,                0.35296,                0.39108,                0.84327,                0.90909,                      1,                0.97407,                0.94373,                0.35301,                0.37547,                 0.8308,              0.0012462,              0.0012462,              0.0012462
                    257,                0.33302,                 0.3695,                0.84454,                0.90455,                   0.95,                0.94678,                0.92353,                0.34558,                0.40503,                0.83261,              0.0012445,              0.0012445,              0.0012445
                    258,                0.34601,                0.40975,                0.84704,                0.90455,                   0.95,                0.93665,                0.90505,                0.34211,                0.43989,                0.83604,              0.0012429,              0.0012429,              0.0012429
                    259,                0.35031,                0.36666,                0.85165,                0.90455,                   0.95,                0.93885,                0.91192,                0.32087,                0.40311,                0.82699,              0.0012412,              0.0012412,              0.0012412
                    260,                0.31406,                0.37071,                 0.8268,                0.92222,                  0.875,                0.90531,                0.89065,                0.32414,                0.44072,                0.82736,              0.0012396,              0.0012396,              0.0012396
                    261,                 0.3654,                0.39748,                0.87498,                0.91875,                  0.825,                0.89912,                0.88321,                0.32293,                0.56115,                0.83103,              0.0012379,              0.0012379,              0.0012379
                    262,                0.37527,                0.41583,                 0.8574,                   0.95,                  0.825,                0.90475,                0.88945,                0.32051,                0.64847,                0.82619,              0.0012363,              0.0012363,              0.0012363
                    263,                0.37191,                0.36561,                0.84832,                   0.95,                  0.825,                0.90475,                0.88766,                0.31839,                0.62151,                0.82213,              0.0012346,              0.0012346,              0.0012346
                    264,                0.34907,                0.38109,                0.85142,                0.97331,                  0.825,                0.90569,                0.88533,                0.31024,                0.50159,                0.81572,               0.001233,               0.001233,               0.001233
                    265,                0.38738,                  0.409,                0.86847,                0.98685,                  0.825,                0.90569,                0.88681,                0.31528,                0.49882,                0.81619,              0.0012313,              0.0012313,              0.0012313
                    266,                0.34107,                0.38932,                0.85481,                0.99474,                  0.825,                0.90844,                0.90132,                0.30728,                0.50279,                0.81919,              0.0012297,              0.0012297,              0.0012297
                    267,                0.38091,                0.44089,                0.88295,                      1,                  0.825,                 0.9125,                0.89506,                0.31172,                0.51159,                0.82389,               0.001228,               0.001228,               0.001228
                    268,                0.35708,                0.40337,                0.86404,                   0.95,                  0.775,                0.88475,                0.86945,                0.30278,                0.53237,                0.82027,              0.0012264,              0.0012264,              0.0012264
                    269,                0.35139,                0.41108,                0.85459,                0.88131,                  0.875,                0.91639,                0.90231,                0.29468,                0.42524,                0.81642,              0.0012247,              0.0012247,              0.0012247
                    270,                0.40443,                 0.3985,                0.88306,                0.88131,                  0.875,                0.91639,                0.90531,                 0.2957,                0.42811,                0.81642,              0.0012231,              0.0012231,              0.0012231
                    271,                0.40699,                0.43539,                 0.8927,                0.88725,                    0.9,                0.92578,                 0.9111,                0.29293,                0.42243,                0.81671,              0.0012214,              0.0012214,              0.0012214
                    272,                0.33199,                0.38619,                0.82011,                0.87784,                  0.825,                 0.8925,                0.88081,                0.30197,                0.43709,                0.82201,              0.0012198,              0.0012198,              0.0012198
                    273,                0.33403,                0.36284,                0.83686,                0.87784,                  0.825,                0.89406,                0.87837,                0.30854,                0.46727,                0.82635,              0.0012181,              0.0012181,              0.0012181
                    274,                0.35372,                0.38334,                0.84804,                0.92222,                  0.875,                0.92003,                  0.896,                0.31998,                0.48846,                0.83686,              0.0012165,              0.0012165,              0.0012165
                    275,                0.36868,                0.36203,                 0.8515,                  0.925,                  0.925,                 0.9415,                0.91804,                0.31582,                0.46629,                0.83408,              0.0012148,              0.0012148,              0.0012148
                    276,                0.30014,                0.34845,                0.84622,                  0.925,                  0.925,                  0.939,                 0.9175,                0.32054,                0.45158,                0.82973,              0.0012132,              0.0012132,              0.0012132
                    277,                0.42695,                0.40324,                0.89512,                  0.925,                  0.925,                0.94025,                0.91835,                0.31295,                0.43782,                0.82538,              0.0012115,              0.0012115,              0.0012115
                    278,                0.33391,                0.34884,                0.80832,                  0.925,                  0.925,                 0.9315,                0.91609,                0.30411,                0.41014,                0.82629,              0.0012099,              0.0012099,              0.0012099
                    279,                 0.3672,                0.38828,                0.86261,                0.92368,                    0.9,                0.92633,                0.91412,                0.29392,                 0.4014,                0.82489,              0.0012082,              0.0012082,              0.0012082
                    280,                0.38441,                0.36607,                0.86479,                0.90238,                  0.925,                0.94541,                0.93284,                0.27731,                 0.3699,                0.81842,              0.0012066,              0.0012066,              0.0012066
                    281,                0.33894,                0.33276,                0.84674,                0.90238,                  0.925,                 0.9441,                0.92509,                0.28827,                0.37522,                0.82014,              0.0012049,              0.0012049,              0.0012049
                    282,                 0.3822,                 0.4169,                0.87094,                0.90238,                  0.925,                0.94278,                0.91805,                0.29728,                0.37447,                0.82322,              0.0012033,              0.0012033,              0.0012033
                    283,                0.36872,                0.38028,                0.86489,                0.92467,                0.91868,                0.94707,                0.93273,                0.30283,                0.36759,                0.82504,              0.0012016,              0.0012016,              0.0012016
                    284,                0.33899,                0.34366,                0.85466,                0.92368,                    0.9,                0.93159,                0.90637,                0.30579,                0.37935,                0.82454,                 0.0012,                 0.0012,                 0.0012
                    285,                0.35568,                0.34777,                0.88384,                0.88278,                    0.9,                0.93329,                0.90926,                0.31524,                0.38063,                0.82469,              0.0011983,              0.0011983,              0.0011983
                    286,                0.38979,                0.40343,                0.89449,                0.88131,                  0.875,                0.92111,                0.89592,                0.31467,                0.36698,                0.82184,              0.0011967,              0.0011967,              0.0011967
                    287,                0.39285,                0.37305,                0.88726,                0.88278,                    0.9,                0.93329,                0.90348,                0.32393,                 0.3564,                0.82512,               0.001195,               0.001195,               0.001195
                    288,                0.33763,                0.35858,                0.85759,                0.92222,                  0.875,                0.91919,                0.89699,                0.31525,                0.34248,                0.81962,              0.0011934,              0.0011934,              0.0011934
                    289,                0.33463,                0.33389,                0.83263,                0.88278,                    0.9,                0.92539,                0.90783,                0.29839,                0.33874,                0.81583,              0.0011917,              0.0011917,              0.0011917
                    290,                0.36407,                0.36644,                0.88814,                0.90238,                  0.925,                0.93252,                0.91779,                0.29258,                0.33738,                0.81704,              0.0011901,              0.0011901,              0.0011901
                    291,                 0.3799,                0.38875,                 0.8663,                0.92355,                    0.9,                0.92608,                 0.8977,                0.33135,                0.36449,                0.82974,              0.0011884,              0.0011884,              0.0011884
                    292,                0.42059,                0.40224,                0.87653,                0.92197,                0.87119,                0.91586,                0.88181,                0.34915,                0.38567,                0.83798,              0.0011868,              0.0011868,              0.0011868
                    293,                0.38371,                0.35546,                0.85088,                0.92222,                  0.875,                0.91725,                0.88982,                0.32556,                0.42749,                0.82907,              0.0011851,              0.0011851,              0.0011851
                    294,                0.36658,                0.34601,                0.85429,                0.91058,                  0.925,                0.93458,                0.90766,                0.31641,                0.44212,                 0.8255,              0.0011835,              0.0011835,              0.0011835
                    295,                0.32676,                0.32808,                0.85135,                0.90191,                  0.925,                0.93041,                0.90014,                0.32257,                0.44651,                0.82968,              0.0011818,              0.0011818,              0.0011818
                    296,                0.34798,                0.36308,                0.86105,                0.90191,                  0.925,                0.93685,                0.91163,                0.34632,                0.48942,                0.83245,              0.0011802,              0.0011802,              0.0011802
                    297,                 0.3687,                 0.3495,                0.84668,                0.92121,                   0.85,                0.90945,                0.89236,                0.34399,                0.55766,                0.82958,              0.0011785,              0.0011785,              0.0011785
                    298,                 0.4159,                0.40174,                0.86455,                0.92121,                   0.85,                0.90779,                0.89021,                0.33259,                0.58179,                0.82181,              0.0011769,              0.0011769,              0.0011769
                    299,                0.36934,                0.36864,                  0.861,                0.92222,                  0.875,                0.92419,                0.90173,                0.32233,                0.45369,                0.82003,              0.0011752,              0.0011752,              0.0011752
                    300,                0.35664,                 0.3685,                0.87689,                0.91978,                    0.9,                0.93003,                0.91184,                0.32246,                0.39388,                0.82697,              0.0011736,              0.0011736,              0.0011736
                    301,                0.34328,                0.37257,                0.83405,                0.96012,                    0.9,                 0.9287,                0.90908,                0.32511,                0.35599,                0.83179,              0.0011719,              0.0011719,              0.0011719
                    302,                0.35388,                0.36306,                0.85711,                0.92222,                  0.875,                0.92142,                0.89946,                0.32803,                0.36924,                0.83114,              0.0011703,              0.0011703,              0.0011703
                    303,                0.37331,                0.40683,                0.85773,                0.92677,                  0.925,                 0.9449,                0.91789,                0.33516,                0.38121,                 0.8319,              0.0011686,              0.0011686,              0.0011686
                    304,                0.35962,                0.35384,                0.82998,                0.92823,                   0.95,                 0.9573,                0.92861,                0.33524,                0.36997,                0.83137,               0.001167,               0.001167,               0.001167
                    305,                0.35323,                0.42355,                0.84068,                0.92823,                   0.95,                 0.9573,                 0.9245,                0.33375,                0.37401,                0.83631,              0.0011653,              0.0011653,              0.0011653
                    306,                0.36369,                0.38112,                0.89693,                0.92346,                0.89624,                0.93661,                0.90836,                0.32298,                0.37484,                  0.838,              0.0011636,              0.0011636,              0.0011636
                    307,                0.36831,                0.38344,                0.86742,                0.90693,                  0.975,                0.96875,                0.94719,                0.30814,                0.39094,                0.82516,               0.001162,               0.001162,               0.001162
                    308,                0.35974,                0.34168,                 0.8475,                0.90693,                  0.975,                0.96552,                0.93732,                0.31031,                0.38976,                0.82174,              0.0011603,              0.0011603,              0.0011603
                    309,                0.36734,                0.35199,                0.84828,                0.90455,                   0.95,                0.95125,                0.93171,                0.29517,                0.39602,                0.81901,              0.0011587,              0.0011587,              0.0011587
                    310,                  0.377,                0.36202,                0.85015,                0.89899,                    0.9,                0.92816,                0.91136,                0.28809,                0.41409,                0.81648,               0.001157,               0.001157,               0.001157
                    311,                0.32857,                0.31505,                0.83355,                0.89572,                  0.875,                0.91532,                 0.8967,                0.29315,                0.40311,                0.81672,              0.0011554,              0.0011554,              0.0011554
                    312,                0.34426,                0.33015,                0.82966,                0.89899,                    0.9,                0.93122,                 0.9186,                0.29335,                0.40225,                0.82128,              0.0011537,              0.0011537,              0.0011537
                    313,                  0.322,                0.31075,                0.83017,                0.90191,                  0.925,                0.93831,                0.92181,                0.29433,                0.40939,                0.82312,              0.0011521,              0.0011521,              0.0011521
                    314,                0.35014,                0.33427,                0.85976,                0.90191,                  0.925,                0.93818,                0.91313,                0.30281,                0.41368,                0.82569,              0.0011504,              0.0011504,              0.0011504
                    315,                0.34501,                0.34491,                0.84931,                0.89444,                   0.85,                0.89926,                0.87523,                 0.3142,                0.46674,                0.83034,              0.0011488,              0.0011488,              0.0011488
                    316,                0.32898,                0.31237,                 0.8541,                0.88866,                   0.85,                0.89056,                 0.8745,                0.30621,                0.49559,                0.83135,              0.0011471,              0.0011471,              0.0011471
                    317,                0.33962,                0.34621,                0.83036,                0.88242,                  0.825,                0.87732,                0.86791,                0.29302,                0.55518,                0.82517,              0.0011455,              0.0011455,              0.0011455
                    318,                0.38345,                 0.3721,                0.86629,                0.86667,                  0.825,                0.87732,                0.86347,                0.28728,                0.54738,                0.82443,              0.0011438,              0.0011438,              0.0011438
                    319,                0.35687,                0.37013,                0.86369,                  0.875,                  0.875,                0.88811,                0.86878,                0.30188,                0.51952,                0.82488,              0.0011422,              0.0011422,              0.0011422
                    320,                0.36523,                0.35364,                0.87906,                  0.875,                  0.875,                0.88577,                0.85915,                0.30949,                0.50437,                0.82456,              0.0011405,              0.0011405,              0.0011405
                    321,                0.35709,                  0.335,                0.84411,                0.88182,                  0.925,                0.91468,                0.88889,                0.30435,                 0.4809,                0.82489,              0.0011389,              0.0011389,              0.0011389
                    322,                0.35728,                0.37405,                0.85353,                0.87857,                    0.9,                0.90984,                0.89605,                0.30083,                0.44259,                0.82032,              0.0011372,              0.0011372,              0.0011372
                    323,                0.36703,                0.36431,                0.88629,                  0.875,                  0.875,                0.90164,                0.88215,                0.30743,                0.44618,                0.82086,              0.0011356,              0.0011356,              0.0011356
                    324,                0.37489,                0.33265,                0.86584,                0.89118,                  0.825,                 0.8825,                0.86851,                0.31282,                0.47981,                0.82123,              0.0011339,              0.0011339,              0.0011339
                    325,                0.38804,                0.38727,                0.87068,                0.89737,                  0.875,                0.90496,                0.89105,                0.30229,                0.47238,                0.82328,              0.0011323,              0.0011323,              0.0011323
                    326,                0.32892,                0.33503,                0.84424,                 0.8997,                0.89711,                0.91999,                0.91163,                0.29027,                 0.4462,                0.82058,              0.0011306,              0.0011306,              0.0011306
                    327,                0.35217,                0.37953,                0.84381,                0.92327,                0.89295,                0.91727,                0.90881,                0.29009,                0.46204,                0.82093,               0.001129,               0.001129,               0.001129
                    328,                0.36868,                0.38643,                0.86291,                0.91985,                  0.875,                0.91999,                0.90635,                0.30795,                0.45634,                 0.8219,              0.0011273,              0.0011273,              0.0011273
                    329,                0.32577,                0.32608,                0.82629,                0.89391,                   0.85,                0.90221,                0.88822,                0.30466,                 0.4604,                0.81906,              0.0011257,              0.0011257,              0.0011257
                    330,                 0.3689,                0.39767,                0.88087,                0.87968,                   0.85,                0.89574,                0.87812,                0.30444,                0.49557,                0.81827,               0.001124,               0.001124,               0.001124
                    331,                0.34466,                0.34725,                0.85231,                0.87968,                   0.85,                0.89574,                0.88202,                 0.2885,                0.47842,                0.81764,              0.0011224,              0.0011224,              0.0011224
                    332,                0.39983,                0.36158,                0.85892,                0.88131,                  0.875,                0.90861,                0.88574,                0.29099,                0.44579,                0.82143,              0.0011207,              0.0011207,              0.0011207
                    333,                0.36617,                0.37636,                 0.8426,                0.88889,                  0.925,                0.93417,                0.90612,                0.29484,                0.40129,                0.81982,              0.0011191,              0.0011191,              0.0011191
                    334,                0.32455,                0.32662,                0.84693,                0.92677,                  0.925,                0.94073,                0.92528,                 0.3146,                0.40017,                0.82418,              0.0011174,              0.0011174,              0.0011174
                    335,                0.33353,                0.37017,                0.84913,                0.92513,                    0.9,                0.93104,                0.91573,                0.33493,                0.46644,                0.82912,              0.0011158,              0.0011158,              0.0011158
                    336,                0.35498,                0.34902,                 0.8566,                0.91883,                  0.825,                0.90357,                0.88878,                 0.3327,                 0.5857,                0.82687,              0.0011141,              0.0011141,              0.0011141
                    337,                0.34574,                0.36808,                0.84462,                0.95455,                    0.8,                0.89295,                0.87345,                0.32987,                0.66848,                0.82657,              0.0011125,              0.0011125,              0.0011125
                    338,                0.38167,                0.36216,                0.84705,                0.93415,                  0.825,                0.90357,                0.88613,                0.32926,                 0.5367,                0.82081,              0.0011108,              0.0011108,              0.0011108
                    339,                0.36295,                0.39386,                0.85741,                0.90191,                  0.925,                0.94875,                0.92846,                0.31775,                0.42616,                0.82039,              0.0011092,              0.0011092,              0.0011092
                    340,                0.34735,                0.36929,                0.85833,                0.88636,                  0.975,                0.96281,                0.94477,                0.32299,                0.41434,                0.82248,              0.0011075,              0.0011075,              0.0011075
                    341,                0.38268,                0.35494,                0.84727,                0.88636,                  0.975,                0.96118,                0.93724,                0.31901,                0.43601,                 0.8255,              0.0011059,              0.0011059,              0.0011059
                    342,                0.37686,                0.35069,                0.88221,                0.88636,                  0.975,                0.96265,                0.94741,                0.31814,                0.42732,                0.82791,              0.0011042,              0.0011042,              0.0011042
                    343,                0.38694,                0.40243,                0.85668,                0.90455,                   0.95,                0.95285,                0.93259,                0.31446,                0.42083,                0.82682,              0.0011026,              0.0011026,              0.0011026
                    344,                0.33891,                0.38279,                0.82655,                0.90191,                  0.925,                 0.9443,                0.92466,                0.29868,                   0.41,                0.82026,              0.0011009,              0.0011009,              0.0011009
                    345,                0.35192,                0.36293,                0.87124,                0.92329,                0.89327,                0.93529,                0.91487,                0.30363,                0.37591,                 0.8191,              0.0010993,              0.0010993,              0.0010993
                    346,                0.34566,                0.32216,                0.85678,                0.92257,                0.88088,                0.93134,                0.91335,                0.31257,                0.37666,                0.82528,              0.0010976,              0.0010976,              0.0010976
                    347,                0.32427,                  0.318,                0.83336,                0.92338,                0.89478,                0.92871,                0.91471,                0.31644,                0.38856,                0.82742,               0.001096,               0.001096,               0.001096
                    348,                0.32147,                 0.3213,                0.83939,                0.91916,                  0.875,                0.91665,                0.90297,                0.29939,                0.40771,                 0.8235,              0.0010943,              0.0010943,              0.0010943
