                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    574,                0.28838,                0.26959,                0.83903,                    0.9,                    0.9,                0.92783,                0.91338,                0.29922,                0.45845,                0.82102,             0.00072136,             0.00072136,             0.00072136
                    575,                0.27713,                0.24432,                0.83524,                    0.9,                    0.9,                0.93156,                0.91198,                0.30745,                0.46704,                0.82273,             0.00071971,             0.00071971,             0.00071971
                    576,                 0.2931,                0.25625,                0.83672,                0.89737,                  0.875,                0.91997,                0.89852,                0.30692,                 0.4746,                 0.8224,             0.00071806,             0.00071806,             0.00071806
                    577,                0.33408,                 0.3206,                0.86848,                0.90211,                  0.875,                0.92137,                0.90964,                0.29834,                0.46981,                0.82016,             0.00071641,             0.00071641,             0.00071641
                    578,                0.28366,                0.26307,                0.82881,                0.90238,                  0.925,                0.94673,                0.93301,                0.30725,                0.40916,                0.82108,             0.00071476,             0.00071476,             0.00071476
                    579,                 0.3347,                0.28552,                0.85973,                0.90947,                  0.925,                0.94332,                0.92697,                0.30721,                0.38323,                0.81915,             0.00071311,             0.00071311,             0.00071311
                    580,                0.28643,                0.25012,                0.83592,                0.91959,                  0.925,                0.93957,                0.91477,                0.30517,                0.35609,                0.81649,             0.00071146,             0.00071146,             0.00071146
                    581,                0.31201,                0.26027,                0.83064,                0.91815,                  0.925,                0.93707,                0.91865,                0.31524,                0.32938,                0.81613,             0.00070981,             0.00070981,             0.00070981
                    582,                0.26649,                0.27992,                0.81764,                0.92103,                  0.925,                0.93707,                0.92068,                0.31256,                0.31773,                0.81514,             0.00070816,             0.00070816,             0.00070816
                    583,                0.28865,                0.24927,                 0.8452,                0.92955,                  0.975,                0.95845,                0.94204,                0.30413,                0.31302,                0.81386,             0.00070651,             0.00070651,             0.00070651
                    584,                0.27094,                0.23173,                0.83824,                0.92955,                  0.975,                0.96345,                 0.9524,                0.30576,                0.33514,                0.81949,             0.00070486,             0.00070486,             0.00070486
                    585,                0.29816,                0.24833,                0.81766,                0.92955,                  0.975,                 0.9672,                0.95735,                0.29966,                0.34026,                0.81827,             0.00070321,             0.00070321,             0.00070321
                    586,                0.28376,                 0.2332,                0.83631,                0.92677,                  0.925,                 0.9372,                0.92295,                0.29643,                0.36503,                0.81568,             0.00070156,             0.00070156,             0.00070156
                    587,                0.27556,                0.27174,                0.81714,                0.92677,                  0.925,                 0.9372,                0.92017,                0.29396,                0.36818,                0.81644,             0.00069991,             0.00069991,             0.00069991
                    588,                0.25545,                0.24645,                0.80717,                0.92677,                  0.925,                 0.9372,                0.92818,                 0.2905,                0.37139,                0.81649,             0.00069826,             0.00069826,             0.00069826
                    589,                0.27176,                0.27428,                0.84906,                0.90693,                  0.975,                0.95998,                0.94074,                 0.2982,                0.40311,                0.81995,             0.00069661,             0.00069661,             0.00069661
                    590,                0.31127,                0.27517,                0.82379,                0.90238,                  0.925,                0.93736,                0.91113,                0.30766,                0.40904,                0.82275,             0.00069496,             0.00069496,             0.00069496
                    591,                0.30583,                0.25844,                0.82708,                0.90238,                  0.925,                0.93353,                0.92001,                0.30586,                0.41898,                0.82245,             0.00069331,             0.00069331,             0.00069331
                    592,                0.28301,                0.25084,                0.85193,                0.90238,                  0.925,                0.93059,                0.91986,                0.29916,                0.42868,                0.82322,             0.00069165,             0.00069165,             0.00069165
                    593,                0.29512,                0.31141,                 0.8414,                0.90238,                  0.925,                0.93206,                 0.9244,                0.29958,                0.43116,                0.82649,                0.00069,                0.00069,                0.00069
                    594,                0.28026,                0.26122,                0.82171,                0.89737,                  0.875,                0.91173,                0.90089,                0.30605,                0.46378,                0.83033,             0.00068835,             0.00068835,             0.00068835
                    595,                0.30115,                0.27397,                0.83088,                  0.875,                  0.875,                0.90972,                0.89866,                0.30407,                0.47909,                0.82796,              0.0006867,              0.0006867,              0.0006867
                    596,                0.27161,                0.25633,                0.83054,                0.88554,                   0.85,                 0.8984,                  0.888,                 0.3054,                0.48914,                0.82842,             0.00068505,             0.00068505,             0.00068505
                    597,                0.27821,                0.30196,                0.81853,                  0.875,                  0.875,                0.91444,                0.89403,                 0.3098,                 0.4908,                0.82727,              0.0006834,              0.0006834,              0.0006834
                    598,                0.26066,                0.25157,                0.82131,                0.87857,                    0.9,                0.92606,                 0.9068,                0.30747,                0.48539,                0.82578,             0.00068175,             0.00068175,             0.00068175
                    599,                0.24727,                0.22356,                0.82461,                0.87857,                    0.9,                0.92062,                0.90035,                0.29873,                0.46411,                0.82366,              0.0006801,              0.0006801,              0.0006801
                    600,                0.26542,                0.25601,                 0.8322,                0.86407,                0.95092,                0.93251,                0.91732,                0.28661,                0.45705,                0.82149,             0.00067845,             0.00067845,             0.00067845
                    601,                0.25396,                0.25779,                 0.8195,                0.82971,                  0.975,                0.92646,                 0.9089,                 0.2858,                0.45331,                 0.8216,              0.0006768,              0.0006768,              0.0006768
                    602,                 0.2862,                0.26443,                0.83778,                0.86297,                0.94262,                0.92505,                0.90515,                0.29462,                0.44869,                0.82374,             0.00067515,             0.00067515,             0.00067515
                    603,                0.26203,                0.23564,                0.83041,                0.87451,                    0.9,                0.91565,                0.89197,                 0.3051,                0.44119,                 0.8274,              0.0006735,              0.0006735,              0.0006735
                    604,                0.28445,                0.25678,                 0.8306,                0.87857,                    0.9,                0.92387,                0.90227,                0.29988,                0.44567,                0.82706,             0.00067185,             0.00067185,             0.00067185
                    605,                0.23627,                0.23799,                0.80978,                0.86366,                0.87341,                0.92039,                0.90902,                0.29578,                0.50037,                0.82279,              0.0006702,              0.0006702,              0.0006702
                    606,                0.29798,                0.26538,                 0.8474,                0.85646,                  0.875,                0.91373,                 0.8995,                0.29515,                0.50869,                0.82345,             0.00066855,             0.00066855,             0.00066855
                    607,                0.28164,                0.25822,                 0.8409,                0.85646,                  0.875,                0.91373,                0.90608,                0.29475,                 0.5157,                0.82387,              0.0006669,              0.0006669,              0.0006669
                    608,                0.25323,                0.24644,                0.80812,                0.85646,                  0.875,                0.91039,                0.90416,                0.29427,                0.49329,                0.82328,             0.00066525,             0.00066525,             0.00066525
                    609,                0.22628,                0.23657,                0.81729,                0.85909,                    0.9,                0.91725,                0.90792,                0.29086,                0.47696,                0.82192,              0.0006636,              0.0006636,              0.0006636
                    610,                0.26656,                0.24523,                0.81851,                    0.9,                    0.9,                0.91283,                0.89422,                0.29553,                0.44999,                0.82546,             0.00066195,             0.00066195,             0.00066195
                    611,                0.27206,                0.25355,                0.83417,                0.90238,                  0.925,                0.92692,                0.90951,                0.29767,                0.42875,                0.82731,              0.0006603,              0.0006603,              0.0006603
                    612,                0.28195,                0.24569,                0.83681,                0.90238,                  0.925,                0.92692,                0.90962,                0.29559,                0.42352,                0.82816,             0.00065865,             0.00065865,             0.00065865
                    613,                0.25441,                0.26294,                0.79871,                    0.9,                    0.9,                0.91372,                0.89841,                0.29264,                0.40968,                0.82741,               0.000657,               0.000657,               0.000657
                    614,                0.28859,                0.24899,                0.86311,                    0.9,                    0.9,                0.91612,                0.89656,                0.29304,                0.41028,                0.82778,             0.00065535,             0.00065535,             0.00065535
                    615,                0.23706,                0.23483,                0.80728,                0.92059,                   0.85,                0.89578,                0.87803,                0.29954,                0.48559,                0.82576,              0.0006537,              0.0006537,              0.0006537
                    616,                0.30041,                0.29627,                0.83777,                0.91875,                  0.825,                0.88381,                0.86496,                 0.2997,                0.53192,                 0.8243,             0.00065205,             0.00065205,             0.00065205
                    617,                0.27707,                0.27418,                0.83229,                0.92059,                   0.85,                 0.8971,                0.88193,                0.29936,                0.48538,                0.82704,              0.0006504,              0.0006504,              0.0006504
                    618,                0.28165,                 0.2691,                 0.8251,                0.92222,                  0.875,                0.91031,                0.89345,                0.29848,                0.45888,                0.82899,             0.00064875,             0.00064875,             0.00064875
                    619,                0.27218,                0.22906,                0.83927,                0.89737,                  0.875,                0.90832,                0.89088,                0.29577,                0.44445,                0.82899,              0.0006471,              0.0006471,              0.0006471
                    620,                0.29723,                0.25302,                0.83741,                 0.8919,                  0.875,                0.90406,                0.89075,                 0.2958,                0.45168,                0.82793,             0.00064545,             0.00064545,             0.00064545
                    621,                 0.2705,                0.25031,                0.81901,                0.89311,                  0.875,                  0.907,                0.88055,                0.29823,                0.48494,                0.82872,              0.0006438,              0.0006438,              0.0006438
                    622,                0.26464,                0.26722,                0.82219,                0.89737,                  0.875,                0.90809,                0.88901,                0.29572,                0.48423,                0.82823,             0.00064215,             0.00064215,             0.00064215
                    623,                0.24743,                0.26604,                0.83234,                0.89737,                  0.875,                 0.9132,                0.89361,                0.29786,                0.50161,                0.82845,             0.00064049,             0.00064049,             0.00064049
                    624,                0.29062,                0.26552,                0.83813,                0.92059,                   0.85,                0.90593,                 0.8931,                0.30141,                0.53609,                0.82762,             0.00063884,             0.00063884,             0.00063884
                    625,                0.28223,                 0.2869,                0.79973,                0.91667,                    0.8,                0.88042,                0.86839,                0.30094,                 0.5862,                0.82801,             0.00063719,             0.00063719,             0.00063719
                    626,                  0.263,                0.23098,                0.81625,                0.91667,                    0.8,                0.88208,                0.86741,                0.30182,                0.62879,                0.82801,             0.00063554,             0.00063554,             0.00063554
                    627,                0.25287,                0.24407,                0.82186,                 0.9107,                  0.825,                 0.8896,                0.87742,                0.29456,                 0.5886,                0.82791,             0.00063389,             0.00063389,             0.00063389
                    628,                0.25998,                0.23951,                0.81276,                 0.8848,                   0.85,                0.89868,                 0.8899,                0.29105,                0.57033,                 0.8267,             0.00063224,             0.00063224,             0.00063224
                    629,                0.26673,                0.22171,                0.81607,                 0.8801,                   0.85,                  0.894,                0.88418,                0.28756,                0.56143,                0.82516,             0.00063059,             0.00063059,             0.00063059
                    630,                0.33274,                0.27996,                0.86497,                  0.875,                  0.875,                0.90588,                0.89493,                0.28353,                0.54376,                0.82287,             0.00062894,             0.00062894,             0.00062894
                    631,                0.25128,                0.22298,                0.83054,                0.87857,                    0.9,                0.91153,                0.90226,                 0.2795,                 0.5342,                0.82101,             0.00062729,             0.00062729,             0.00062729
                    632,                0.27968,                0.25307,                0.83981,                0.87857,                    0.9,                0.91412,                0.90507,                0.26906,                0.49811,                0.81648,             0.00062564,             0.00062564,             0.00062564
                    633,                0.28413,                0.24199,                 0.8274,                0.87857,                    0.9,                0.91412,                0.90636,                 0.2689,                0.48265,                0.81552,             0.00062399,             0.00062399,             0.00062399
                    634,                 0.2717,                0.21543,                 0.8346,                  0.875,                  0.875,                0.90035,                0.89244,                0.27226,                0.46806,                0.81624,             0.00062234,             0.00062234,             0.00062234
                    635,                0.26884,                0.25028,                0.82888,                  0.875,                  0.875,                0.90035,                0.88732,                0.27528,                 0.4637,                0.81613,             0.00062069,             0.00062069,             0.00062069
                    636,                0.25762,                0.23356,                0.84363,                0.87857,                    0.9,                0.91412,                0.90075,                0.27632,                0.45568,                0.81691,             0.00061904,             0.00061904,             0.00061904
                    637,                0.25891,                0.22553,                0.81558,                    0.9,                    0.9,                0.91612,                0.90502,                0.28331,                0.43501,                 0.8194,             0.00061739,             0.00061739,             0.00061739
                    638,                0.25432,                0.23165,                 0.8013,                0.89737,                  0.875,                0.90453,                0.89351,                0.28904,                0.43181,                0.82056,             0.00061574,             0.00061574,             0.00061574
                    639,                0.26285,                 0.2644,                0.80651,                0.92222,                  0.875,                0.90906,                0.89272,                0.29185,                 0.4405,                 0.8208,             0.00061409,             0.00061409,             0.00061409
                    640,                0.29637,                0.24498,                0.84246,                0.92222,                  0.875,                0.90906,                0.89517,                0.28931,                0.44364,                0.81915,             0.00061244,             0.00061244,             0.00061244
                    641,                0.27129,                0.23689,                0.83609,                0.92222,                  0.875,                0.90906,                 0.8871,                0.29099,                0.45267,                 0.8192,             0.00061079,             0.00061079,             0.00061079
                    642,                0.27687,                0.25643,                0.81022,                0.92222,                  0.875,                0.90906,                0.89029,                 0.2895,                0.46193,                0.82191,             0.00060914,             0.00060914,             0.00060914
                    643,                0.23977,                0.23033,                0.83004,                0.92222,                  0.875,                0.91031,                0.89747,                 0.2877,                0.45847,                0.82154,             0.00060749,             0.00060749,             0.00060749
                    644,                0.25182,                0.22583,                0.82865,                0.92222,                  0.875,                0.91169,                0.89525,                 0.2863,                0.43874,                  0.821,             0.00060584,             0.00060584,             0.00060584
                    645,                0.27059,                0.22575,                0.80953,                0.92222,                  0.875,                0.91447,                0.90381,                0.28869,                0.44647,                0.82152,             0.00060419,             0.00060419,             0.00060419
                    646,                0.25977,                0.24223,                0.82369,                0.92222,                  0.875,                0.91447,                0.90381,                0.29305,                0.43806,                0.82366,             0.00060254,             0.00060254,             0.00060254
                    647,                0.26551,                0.22489,                0.80346,                0.91694,                  0.875,                0.91208,                0.90101,                 0.2929,                0.44242,                0.82369,             0.00060089,             0.00060089,             0.00060089
                    648,                0.26621,                0.25269,                 0.8351,                0.92799,                0.94584,                0.94166,                0.92539,                0.28932,                0.45091,                0.81898,             0.00059924,             0.00059924,             0.00059924
                    649,                0.27081,                0.25106,                0.80764,                0.92808,                 0.9475,                0.94415,                0.92918,                0.28679,                0.44481,                0.81745,             0.00059759,             0.00059759,             0.00059759
                    650,                0.27985,                0.23152,                0.85293,                0.92677,                  0.925,                0.93101,                0.92469,                0.27901,                0.44236,                0.81606,             0.00059594,             0.00059594,             0.00059594
                    651,                0.27651,                0.24612,                0.83115,                0.92677,                  0.925,                0.93518,                0.92862,                0.27308,                0.44883,                0.81557,             0.00059429,             0.00059429,             0.00059429
                    652,                0.28431,                0.25472,                0.83092,                0.92677,                  0.925,                0.93518,                0.92862,                0.26917,                 0.4554,                0.81524,             0.00059264,             0.00059264,             0.00059264
                    653,                0.27442,                0.23283,                0.82786,                0.92059,                   0.85,                0.90151,                0.89399,                0.27107,                0.46068,                0.81497,             0.00059098,             0.00059098,             0.00059098
                    654,                0.27104,                0.23566,                0.82348,                0.92059,                   0.85,                0.90004,                0.88435,                0.27533,                0.45784,                0.81608,             0.00058933,             0.00058933,             0.00058933
                    655,                0.30752,                0.24853,                0.85208,                0.92059,                   0.85,                0.89578,                0.88667,                0.27304,                0.45716,                0.81748,             0.00058768,             0.00058768,             0.00058768
                    656,                0.29239,                0.24103,                0.85888,                0.92222,                  0.875,                0.90906,                0.89981,                0.27198,                0.46068,                0.81843,             0.00058603,             0.00058603,             0.00058603
                    657,                0.32066,                 0.2492,                0.84282,                0.92222,                  0.875,                0.90906,                0.90183,                0.26763,                 0.4687,                0.81832,             0.00058438,             0.00058438,             0.00058438
                    658,                0.30316,                0.27607,                0.83932,                0.92222,                  0.875,                0.91169,                0.90131,                0.26914,                0.46132,                0.81909,             0.00058273,             0.00058273,             0.00058273
                    659,                0.30504,                0.23469,                0.85537,                0.92222,                  0.875,                0.91169,                0.90003,                0.27186,                0.47038,                0.81813,             0.00058108,             0.00058108,             0.00058108
                    660,                0.26506,                0.23098,                0.83022,                0.92222,                  0.875,                0.91169,                0.90003,                0.28154,                0.45589,                0.81786,             0.00057943,             0.00057943,             0.00057943
                    661,                0.27892,                0.23314,                0.82409,                0.92222,                  0.875,                0.91169,                0.89309,                0.29117,                0.46317,                0.81974,             0.00057778,             0.00057778,             0.00057778
                    662,                0.28203,                0.25815,                0.83232,                0.92222,                  0.875,                0.91169,                0.89753,                 0.2916,                0.47163,                0.82208,             0.00057613,             0.00057613,             0.00057613
                    663,                0.27652,                0.22235,                0.85559,                0.92222,                  0.875,                0.91169,                0.89625,                0.28295,                0.46748,                 0.8218,             0.00057448,             0.00057448,             0.00057448
                    664,                 0.2526,                0.23613,                0.82659,                0.92222,                  0.875,                0.91308,                0.89918,                0.28534,                 0.4509,                0.82186,             0.00057283,             0.00057283,             0.00057283
                    665,                0.28134,                 0.2374,                0.81471,                0.92222,                  0.875,                0.91308,                0.89733,                0.29535,                0.46059,                0.82202,             0.00057118,             0.00057118,             0.00057118
                    666,                0.28405,                0.25938,                0.80278,                0.92222,                  0.875,                0.91308,                0.89918,                0.29984,                0.47408,                0.82185,             0.00056953,             0.00056953,             0.00056953
                    667,                0.26897,                0.26908,                0.81188,                0.92222,                  0.875,                0.91308,                0.89442,                0.29731,                0.47623,                 0.8212,             0.00056788,             0.00056788,             0.00056788
                    668,                0.27289,                0.24898,                 0.8298,                0.92059,                   0.85,                0.90004,                 0.8816,                0.29039,                0.47195,                0.82186,             0.00056623,             0.00056623,             0.00056623
                    669,                0.28439,                0.22666,                0.83917,                0.89737,                  0.875,                0.90879,                0.89532,                0.28366,                0.45908,                0.82009,             0.00056458,             0.00056458,             0.00056458
                    670,                0.25388,                0.23199,                0.83006,                0.89444,                   0.85,                0.89801,                0.87853,                0.28603,                0.47268,                0.82059,             0.00056293,             0.00056293,             0.00056293
                    671,                0.23655,                0.20994,                0.80959,                0.89444,                   0.85,                0.89489,                0.87381,                0.28922,                0.47096,                0.82077,             0.00056128,             0.00056128,             0.00056128
                    672,                0.26117,                0.24198,                0.83058,                0.89737,                  0.875,                0.90496,                0.88735,                0.28973,                 0.4559,                0.82125,             0.00055963,             0.00055963,             0.00055963
                    673,                0.27891,                0.24292,                0.83734,                0.89737,                  0.875,                0.90496,                 0.8934,                0.28742,                0.45035,                0.82142,             0.00055798,             0.00055798,             0.00055798
                    674,                0.26264,                0.21406,                0.82532,                0.89737,                  0.875,                 0.9034,                0.89247,                0.27363,                0.44632,                0.81383,             0.00055633,             0.00055633,             0.00055633
                    675,                0.25332,                0.23597,                  0.819,                0.89444,                   0.85,                0.89176,                0.87844,                 0.2802,                0.43876,                0.81171,             0.00055468,             0.00055468,             0.00055468
                    676,                0.25114,                0.23441,                0.80662,                0.89899,                    0.9,                0.91247,                0.89855,                0.28462,                0.43461,                0.81036,             0.00055303,             0.00055303,             0.00055303
                    677,                0.25602,                0.21577,                0.84938,                0.89572,                  0.875,                0.90093,                0.89322,                0.27979,                0.42629,                0.80966,             0.00055138,             0.00055138,             0.00055138
                    678,                0.26831,                0.24918,                  0.841,                0.90191,                  0.925,                0.92411,                0.91475,                0.27224,                0.40639,                0.81075,             0.00054973,             0.00054973,             0.00054973
                    679,                0.27631,                0.23517,                0.82649,                0.92023,                0.84506,                0.89583,                0.88617,                 0.2754,                0.39902,                0.81339,             0.00054808,             0.00054808,             0.00054808
                    680,                0.24231,                0.21113,                0.81622,                0.92059,                   0.85,                0.90151,                0.89167,                0.27539,                0.40259,                0.81598,             0.00054643,             0.00054643,             0.00054643
                    681,                0.30175,                0.26829,                0.83809,                0.92059,                   0.85,                0.90446,                0.89227,                0.28094,                0.40689,                 0.8171,             0.00054478,             0.00054478,             0.00054478
                    682,                0.24289,                0.24755,                0.81695,                0.92059,                   0.85,                0.90887,                0.89263,                0.28983,                0.41547,                0.81751,             0.00054313,             0.00054313,             0.00054313
                    683,                0.24607,                0.23982,                0.81155,                0.92059,                   0.85,                0.91328,                 0.8924,                0.28874,                0.42642,                0.81665,             0.00054147,             0.00054147,             0.00054147
                    684,                0.27259,                0.24473,                0.84275,                0.92059,                   0.85,                0.91328,                0.89647,                0.28533,                0.43587,                0.81689,             0.00053982,             0.00053982,             0.00053982
                    685,                0.24941,                0.24279,                0.81426,                0.92059,                   0.85,                0.91181,                0.90147,                0.28432,                0.45116,                 0.8219,             0.00053817,             0.00053817,             0.00053817
                    686,                0.26037,                 0.2358,                0.82634,                0.92059,                   0.85,                0.90593,                0.89211,                0.28337,                 0.4447,                0.82096,             0.00053652,             0.00053652,             0.00053652
                    687,                0.24786,                0.22153,                0.82179,                0.92222,                  0.875,                0.91725,                0.90735,                0.28172,                0.42097,                0.82012,             0.00053487,             0.00053487,             0.00053487
                    688,                0.24165,                0.21573,                0.82352,                0.92222,                  0.875,                0.91169,                0.89625,                0.28065,                 0.4058,                0.81912,             0.00053322,             0.00053322,             0.00053322
                    689,                0.24654,                0.22022,                0.81145,                0.92222,                  0.875,                0.91031,                0.89747,                0.28114,                0.39701,                0.81688,             0.00053157,             0.00053157,             0.00053157
                    690,                0.24222,                0.23493,                0.83098,                0.92222,                  0.875,                0.90906,                 0.8939,                0.26939,                0.39904,                0.81146,             0.00052992,             0.00052992,             0.00052992
                    691,                0.24278,                 0.1974,                 0.8037,                0.92222,                  0.875,                0.90906,                0.89547,                0.26495,                0.40294,                 0.8104,             0.00052827,             0.00052827,             0.00052827
                    692,                0.26959,                0.22982,                0.83195,                0.92222,                  0.875,                0.90906,                0.89701,                0.27041,                0.41642,                0.81304,             0.00052662,             0.00052662,             0.00052662
                    693,                0.24447,                0.20334,                0.82904,                0.92222,                  0.875,                0.90906,                0.89867,                0.27925,                0.41829,                0.81559,             0.00052497,             0.00052497,             0.00052497
                    694,                0.26887,                0.22777,                0.81184,                0.92222,                  0.875,                0.90906,                0.90179,                0.28617,                0.42955,                0.81765,             0.00052332,             0.00052332,             0.00052332
                    695,                0.23117,                0.21295,                 0.8092,                0.91964,                  0.875,                0.90707,                0.89667,                0.29024,                0.44447,                0.81865,             0.00052167,             0.00052167,             0.00052167
                    696,                0.25911,                0.21482,                0.81506,                0.92212,                0.87351,                0.90707,                0.89721,                  0.292,                0.45458,                0.81949,             0.00052002,             0.00052002,             0.00052002
                    697,                0.25426,                0.21996,                0.82106,                0.92189,                 0.8699,                0.90707,                  0.898,                0.28599,                0.45597,                0.81885,             0.00051837,             0.00051837,             0.00051837
                    698,                  0.261,                0.21556,                0.82801,                0.89737,                  0.875,                0.90453,                0.89497,                0.28757,                0.46084,                0.81931,             0.00051672,             0.00051672,             0.00051672
                    699,                0.24955,                0.23002,                0.81651,                0.91629,                   0.85,                0.89303,                0.88269,                0.28747,                0.46169,                0.82098,             0.00051507,             0.00051507,             0.00051507
                    700,                0.25634,                0.22294,                0.83132,                0.92059,                   0.85,                0.89578,                0.88523,                0.28281,                 0.4448,                0.81901,             0.00051342,             0.00051342,             0.00051342
                    701,                0.25204,                  0.211,                0.83203,                0.92059,                   0.85,                 0.8971,                0.88616,                0.28206,                0.42625,                0.82062,             0.00051177,             0.00051177,             0.00051177
                    702,                0.23095,                0.20517,                0.81701,                0.92059,                   0.85,                 0.8971,                0.88122,                0.28205,                0.42561,                0.82183,             0.00051012,             0.00051012,             0.00051012
                    703,                0.26663,                0.22828,                0.80042,                0.92222,                  0.875,                0.91031,                0.90296,                0.28522,                0.42467,                 0.8232,             0.00050847,             0.00050847,             0.00050847
                    704,                0.26087,                0.23995,                0.82718,                0.92368,                    0.9,                0.92225,                0.90999,                0.28714,                0.41291,                0.82168,             0.00050682,             0.00050682,             0.00050682
                    705,                0.26483,                0.21832,                0.82774,                0.92368,                    0.9,                0.92225,                0.91342,                0.28469,                0.40175,                0.81956,             0.00050517,             0.00050517,             0.00050517
                    706,                0.26827,                0.24083,                0.84451,                  0.925,                  0.925,                0.93537,                 0.9263,                0.28025,                0.39864,                0.81744,             0.00050352,             0.00050352,             0.00050352
                    707,                0.23573,                  0.231,                0.80774,                  0.925,                  0.925,                0.93537,                 0.9263,                 0.2786,                0.38424,                0.81665,             0.00050187,             0.00050187,             0.00050187
